employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Farmer,Primary,8.6,3,17436,Nizamabad,Family,2W,2,42116,3839,Yes,Rarely Paid,31.62,158.1
Unemployed,Postgraduate,6.6,5,27382,Mancherial,Own,Car,3,14528,42825,Yes,Rarely Paid,26.92,134.6
Farmer,12th,6.5,0,26061,Nalgonda,Rent,2W,4,16539,14957,Yes,Always On Time,42.78,213.9
Labour,12th,19.9,4,97581,Hyderabad,Rent,2W,4,22341,27732,Yes,Always On Time,85.31,426.55
Trader,Primary,7.5,1,81956,Karimnagar,Own,2W,1,56945,46761,Yes,Sometimes Late,68.89,344.45
Private,Primary,5.8,3,60191,Medak,Own,Car,2,10247,26122,Yes,Sometimes Late,48.8,244.0
Private,12th,2.7,3,104971,Kamareddy,Rent,2W,3,46338,24956,Yes,Regularly Late,64.05,320.25
Retired,Postgraduate,17.1,0,37176,Nizamabad,Family,Car,2,18863,36257,Yes,Sometimes Late,64.24,321.2
Student,Primary,5.4,2,18660,Medchal,Family,None,4,44628,13598,Yes,Regularly Late,30.76,153.8
Labour,Graduate,15.2,0,9843,Medchal,Rent,None,4,10758,17860,No,Rarely Paid,47.72,238.6
Labour,Primary,5.3,4,62975,Bhadradri Kothagudem,Rent,2W,4,5530,21756,No,Rarely Paid,46.1,230.5
Other,Postgraduate,3.9,1,30183,Karimnagar,Rent,Car,4,44897,13199,No,Regularly Late,37.61,188.05
Trader,Postgraduate,17.0,0,94131,Medak,Rent,2W,4,26005,409,Yes,Always On Time,92.57,462.85
Labour,Primary,6.2,0,99708,Mahabubabad,Own,Car,2,50938,15024,No,Always On Time,79.15,395.75
Student,Graduate,0.2,1,82377,Hyderabad,Own,None,3,31852,7197,No,Rarely Paid,58.16,290.8
Other,Primary,17.4,1,37098,Mahbubnagar,Family,Car,3,24946,30958,Yes,Rarely Paid,61.32,306.6
Student,10th,5.9,1,58849,Jagtial,Rent,Car,3,24981,23217,No,Regularly Late,54.94,274.7
Retired,Graduate,13.3,2,88803,Rangareddy,Rent,None,1,3522,42021,Yes,Always On Time,77.68,388.4
Student,Graduate,10.1,4,36584,Nizamabad,Own,2W,2,12449,44865,No,Rarely Paid,40.11,200.55
Labour,Graduate,7.9,5,81443,Warangal,Rent,2W,4,20917,35365,Yes,Always On Time,55.9,279.5
Farmer,12th,2.5,1,93685,Jagtial,Own,2W,3,18360,47410,Yes,Rarely Paid,67.26,336.3
Private,Graduate,4.9,5,109768,Medchal,Family,None,2,32087,32633,Yes,Sometimes Late,60.68,303.4
Self-Employed,Postgraduate,19.0,1,110520,Karimnagar,Rent,Car,1,50092,37257,Yes,Always On Time,95.17,475.85
Farmer,Postgraduate,9.2,1,8675,Karimnagar,Family,None,2,11697,36987,Yes,Sometimes Late,34.8,174.0
Unemployed,12th,7.6,3,83175,Kamareddy,Family,2W,2,3674,23417,No,Rarely Paid,62.99,314.95
Retired,Primary,1.1,0,117765,Warangal,Own,2W,2,23637,17776,Yes,Rarely Paid,71.65,358.25
Private,12th,12.3,5,114020,Warangal,Own,None,2,16687,34357,No,Sometimes Late,71.78,358.9
Gig Worker,12th,6.9,1,112014,Siddipet,Own,2W,1,41524,43925,Yes,Regularly Late,77.02,385.1
Trader,Graduate,3.5,3,86957,Bhadradri Kothagudem,Family,2W,2,20397,26227,Yes,Sometimes Late,58.73,293.65
Self-Employed,Graduate,5.1,0,53769,Nizamabad,Rent,None,3,33968,48072,No,Rarely Paid,54.53,272.65
Private,12th,18.4,5,35293,Karimnagar,Rent,Car,3,46390,9460,No,Rarely Paid,48.58,242.9
Government,Primary,4.5,4,20629,Nizamabad,Family,None,2,37139,31445,Yes,Rarely Paid,23.73,118.65
Retired,10th,11.8,1,96336,Bhadradri Kothagudem,Family,2W,2,4047,46577,Yes,Always On Time,82.53,412.65
Government,Postgraduate,11.2,1,22637,Nalgonda,Family,None,3,48969,34426,Yes,Rarely Paid,44.79,223.95
Private,Postgraduate,17.5,0,21332,Mahabubabad,Family,2W,4,13878,13008,No,Regularly Late,56.92,284.6
Student,Graduate,1.4,5,119352,Mancherial,Rent,Car,1,4470,5489,Yes,Rarely Paid,55.43,277.15
Retired,Primary,9.4,5,68589,Medchal,Own,None,1,15686,47460,No,Regularly Late,51.73,258.65
Self-Employed,Postgraduate,15.1,4,69009,Mancherial,Own,2W,1,35465,31667,No,Sometimes Late,63.82,319.1
Self-Employed,Primary,13.2,0,38148,Hyderabad,Rent,Car,3,4179,11226,Yes,Regularly Late,58.87,294.35
Farmer,12th,10.6,2,42976,Medak,Own,2W,3,3219,35780,No,Rarely Paid,50.72,253.6
Private,Primary,9.4,5,43437,Hyderabad,Own,Car,4,3661,49766,Yes,Rarely Paid,39.15,195.75
Self-Employed,10th,11.5,1,55565,Bhadradri Kothagudem,Rent,None,4,34651,38553,No,Rarely Paid,61.7,308.5
Student,Primary,11.0,2,33986,Mancherial,Own,2W,2,58162,11049,Yes,Rarely Paid,46.83,234.15
Private,Primary,1.1,4,42450,Medak,Rent,None,1,14092,41304,Yes,Sometimes Late,29.54,147.7
Labour,10th,3.5,2,89526,Kamareddy,Own,Car,3,3006,16306,No,Always On Time,63.35,316.75
Gig Worker,Primary,3.8,2,91400,Karimnagar,Own,None,1,5923,26373,Yes,Sometimes Late,64.73,323.65
Retired,Postgraduate,16.1,1,39892,Nizamabad,Rent,None,3,11768,32850,No,Rarely Paid,60.76,303.8
Government,Postgraduate,13.9,2,32266,Nalgonda,Rent,2W,4,25098,11744,No,Sometimes Late,50.32,251.6
Unemployed,12th,11.6,5,20651,Jagtial,Family,2W,2,30841,33547,No,Regularly Late,31.06,155.3
Other,Primary,3.0,1,30321,Jagtial,Rent,None,2,29255,9811,No,Always On Time,36.33,181.65
Student,Postgraduate,18.2,2,89368,Medchal,Family,Car,2,58403,20348,Yes,Sometimes Late,85.32,426.6
Student,Postgraduate,15.2,5,9506,Nizamabad,Family,None,1,47117,38546,Yes,Sometimes Late,30.89,154.45
Trader,Primary,16.1,5,103173,Khammam,Family,None,3,23280,24809,Yes,Always On Time,77.48,387.4
Other,Postgraduate,13.8,2,105940,Nalgonda,Rent,Car,3,55915,45832,Yes,Regularly Late,84.03,420.15
Labour,Graduate,2.2,0,9555,Siddipet,Family,Car,2,6888,12013,Yes,Sometimes Late,28.08,140.4
Retired,Graduate,14.9,0,8793,Jagtial,Family,2W,3,45748,45101,Yes,Rarely Paid,46.75,233.75
Farmer,12th,13.2,3,82539,Siddipet,Own,Car,4,20823,19550,No,Regularly Late,71.07,355.35
Labour,10th,15.5,3,74472,Nizamabad,Own,2W,3,46915,45179,Yes,Always On Time,70.49,352.45
Government,10th,6.7,2,79756,Hyderabad,Rent,None,2,21493,31045,No,Always On Time,63.26,316.3
Labour,10th,2.5,5,76004,Siddipet,Family,Car,1,58614,37855,Yes,Always On Time,45.09,225.45
Private,Graduate,2.6,2,22388,Adilabad,Own,Car,2,3056,39875,Yes,Sometimes Late,28.43,142.15
Farmer,10th,12.0,1,56202,Medchal,Rent,None,3,44537,33899,Yes,Regularly Late,62.77,313.85
Gig Worker,Graduate,19.7,0,56624,Jagtial,Rent,Car,1,57002,22866,No,Rarely Paid,77.86,389.3
Other,12th,14.0,1,80967,Adilabad,Family,Car,4,44137,23396,Yes,Regularly Late,78.15,390.75
Government,Graduate,15.9,4,56254,Medak,Rent,None,4,56140,32975,No,Sometimes Late,58.64,293.2
Trader,Primary,12.0,1,33750,Adilabad,Family,None,1,18145,48886,No,Always On Time,51.54,257.7
Government,Graduate,18.1,2,37652,Khammam,Family,Car,3,22207,8569,No,Sometimes Late,59.31,296.55
Student,10th,11.9,5,42092,Adilabad,Family,None,4,55481,23622,Yes,Always On Time,42.23,211.15
Other,Graduate,5.9,4,110537,Rangareddy,Own,Car,1,36942,47527,Yes,Always On Time,65.52,327.6
Government,Postgraduate,1.7,5,68058,Bhadradri Kothagudem,Own,Car,1,9117,25216,Yes,Rarely Paid,39.91,199.55
Gig Worker,10th,14.4,4,17089,Hyderabad,Rent,None,4,46090,32757,No,Regularly Late,36.81,184.05
Government,10th,14.1,0,81877,Mahabubabad,Rent,2W,3,5736,33426,No,Always On Time,82.09,410.45
Retired,Primary,15.5,3,51168,Adilabad,Rent,Car,2,14286,28100,Yes,Regularly Late,58.83,294.15
Other,Graduate,10.2,1,73728,Mancherial,Family,Car,4,37980,7381,No,Sometimes Late,68.83,344.15
Private,12th,3.5,2,97412,Mahbubnagar,Rent,Car,1,3111,29251,Yes,Regularly Late,67.29,336.45
Self-Employed,10th,9.4,2,100063,Kamareddy,Own,Car,1,58722,44415,Yes,Rarely Paid,77.43,387.15
Unemployed,Primary,19.7,0,20904,Mancherial,Rent,Car,4,36123,34045,No,Sometimes Late,60.0,300.0
Student,Postgraduate,19.7,2,12516,Medak,Family,None,1,3664,26240,No,Rarely Paid,49.14,245.7
Gig Worker,10th,17.4,3,31592,Warangal,Family,2W,4,28706,20682,Yes,Regularly Late,51.9,259.5
Student,12th,18.2,0,96308,Karimnagar,Rent,None,2,16681,2594,No,Always On Time,95.45,477.25
Student,Graduate,1.7,3,11025,Kamareddy,Own,Car,2,15651,24846,No,Sometimes Late,18.06,90.3
Student,10th,18.7,0,86867,Nizamabad,Family,2W,1,39146,20102,Yes,Sometimes Late,91.48,457.4
Labour,12th,2.7,1,42507,Khammam,Rent,Car,3,56020,19190,No,Rarely Paid,41.97,209.85
Gig Worker,12th,4.2,5,27936,Bhadradri Kothagudem,Own,None,2,17194,28288,Yes,Regularly Late,23.6,118.0
Self-Employed,Postgraduate,14.8,4,50772,Mahabubabad,Rent,None,2,39967,38215,Yes,Always On Time,54.25,271.25
Other,Graduate,18.3,4,85196,Medak,Family,Car,1,49204,37252,Yes,Sometimes Late,76.71,383.55
Unemployed,10th,3.8,4,36046,Medchal,Family,None,2,37014,30264,Yes,Always On Time,30.39,151.95
Unemployed,10th,12.3,1,90274,Siddipet,Rent,2W,2,48415,2163,No,Sometimes Late,80.25,401.25
Other,12th,18.2,1,11135,Nizamabad,Own,None,1,4499,23402,Yes,Regularly Late,49.53,247.65
Other,Primary,15.0,0,107422,Bhadradri Kothagudem,Rent,Car,3,35787,32948,No,Always On Time,92.5,462.5
Other,10th,5.5,4,78841,Karimnagar,Own,None,3,53944,27431,No,Regularly Late,54.34,271.7
Gig Worker,Graduate,6.4,4,104490,Khammam,Rent,Car,2,18018,47383,No,Sometimes Late,66.27,331.35
Other,Postgraduate,18.2,0,56368,Nizamabad,Rent,2W,1,33319,38505,No,Regularly Late,75.48,377.4
Student,10th,5.5,3,39063,Mancherial,Family,None,1,51657,18760,Yes,Rarely Paid,37.78,188.9
Gig Worker,Postgraduate,1.1,0,108888,Karimnagar,Own,None,3,31471,15082,Yes,Sometimes Late,71.65,358.25
Other,Primary,12.2,2,42000,Nalgonda,Family,Car,2,29459,28723,No,Regularly Late,52.63,263.15
Government,Primary,19.8,2,83068,Rangareddy,Family,None,2,43182,4236,No,Always On Time,84.57,422.85
Government,12th,12.8,0,19987,Kamareddy,Rent,None,2,57248,41151,Yes,Rarely Paid,49.19,245.95
Student,Graduate,4.4,1,72488,Jagtial,Rent,Car,2,27477,8654,No,Sometimes Late,59.51,297.55
Other,12th,19.0,0,59225,Nizamabad,Family,2W,1,13831,17266,No,Regularly Late,78.11,390.55
Government,Primary,10.4,4,53259,Mahabubabad,Rent,2W,1,5201,26700,Yes,Always On Time,48.9,244.5
Retired,12th,11.1,1,114907,Warangal,Family,Car,1,57220,21268,Yes,Regularly Late,83.32,416.6
Student,Postgraduate,1.4,2,100884,Mancherial,Own,Car,3,13995,44973,Yes,Rarely Paid,65.43,327.15
Private,Graduate,8.1,2,68553,Kamareddy,Own,None,3,5558,29364,No,Always On Time,59.76,298.8
Farmer,Primary,9.8,3,115953,Siddipet,Family,None,3,20531,20210,Yes,Sometimes Late,74.7,373.5
Student,Primary,2.8,0,57017,Siddipet,Family,None,3,8562,47256,Yes,Regularly Late,52.71,263.55
Unemployed,Primary,18.8,4,52747,Nizamabad,Rent,2W,3,44367,28200,No,Regularly Late,61.24,306.2
Trader,Postgraduate,12.3,0,105366,Siddipet,Own,Car,3,23490,18096,Yes,Always On Time,88.45,442.25
Trader,12th,11.8,0,111496,Hyderabad,Own,Car,3,51573,49902,Yes,Rarely Paid,87.7,438.5
Gig Worker,Graduate,11.3,1,62016,Hyderabad,Own,None,4,41743,21048,Yes,Regularly Late,64.62,323.1
Other,Primary,5.9,4,42817,Mahbubnagar,Rent,Car,2,43425,25422,No,Sometimes Late,36.93,184.65
Government,Primary,7.4,5,94631,Jagtial,Own,None,3,15063,10027,No,Sometimes Late,61.75,308.75
Labour,10th,15.8,5,35733,Siddipet,Family,Car,3,20051,35511,Yes,Sometimes Late,44.9,224.5
Gig Worker,12th,4.7,0,70868,Mahabubabad,Own,None,3,25505,42920,No,Regularly Late,62.48,312.4
Unemployed,12th,19.5,0,93368,Adilabad,Rent,2W,1,23140,29530,No,Rarely Paid,95.93,479.65
Government,Graduate,9.5,2,118510,Medak,Own,None,1,7936,23070,Yes,Rarely Paid,77.58,387.9
Farmer,12th,9.9,1,78856,Adilabad,Family,None,4,48913,15242,No,Always On Time,70.94,354.7
Unemployed,Graduate,5.4,1,10778,Warangal,Rent,None,3,46140,42797,No,Sometimes Late,30.16,150.8
Trader,Postgraduate,9.3,0,38046,Mancherial,Family,2W,1,58297,13662,No,Regularly Late,52.97,264.85
Gig Worker,Postgraduate,16.0,1,99222,Nizamabad,Family,2W,2,19355,20925,No,Regularly Late,90.28,451.4
Self-Employed,12th,13.6,1,53792,Rangareddy,Own,None,4,9313,2084,Yes,Rarely Paid,63.96,319.8
Farmer,Postgraduate,1.1,4,72551,Bhadradri Kothagudem,Own,Car,1,33349,14459,No,Always On Time,44.59,222.95
Gig Worker,10th,17.9,3,65153,Warangal,Own,Car,3,15648,35089,Yes,Sometimes Late,69.43,347.15
Student,Primary,19.9,5,68168,Adilabad,Family,2W,3,22593,1417,No,Sometimes Late,67.27,336.35
Retired,Primary,11.4,5,70991,Karimnagar,Family,None,3,39636,28165,No,Regularly Late,55.93,279.65
Unemployed,Postgraduate,4.6,0,57305,Jagtial,Family,None,1,6626,38633,Yes,Sometimes Late,55.55,277.75
Other,12th,3.4,3,33910,Khammam,Family,None,3,52550,29449,No,Sometimes Late,32.05,160.25
Gig Worker,Graduate,9.3,1,22187,Khammam,Own,Car,1,11248,24070,No,Sometimes Late,41.71,208.55
Other,12th,10.2,5,29884,Rangareddy,Rent,2W,2,40738,30207,No,Rarely Paid,33.58,167.9
Retired,Primary,16.9,3,100896,Karimnagar,Rent,Car,4,47267,31655,No,Always On Time,85.35,426.75
Other,Graduate,12.1,2,91715,Hyderabad,Own,None,1,15920,14329,No,Rarely Paid,77.34,386.7
Retired,Graduate,11.6,5,51945,Warangal,Family,None,4,27602,29590,No,Regularly Late,46.71,233.55
Retired,Postgraduate,11.0,1,118930,Jagtial,Family,None,4,10612,42894,No,Sometimes Late,83.17,415.85
Gig Worker,Graduate,0.0,1,99484,Karimnagar,Rent,2W,4,39026,20933,No,Always On Time,66.41,332.05
Retired,10th,1.0,4,104153,Nalgonda,Own,None,3,24649,24209,No,Sometimes Late,58.17,290.85
Farmer,12th,16.1,4,100638,Medak,Rent,None,3,52430,47825,No,Regularly Late,80.82,404.1
Gig Worker,Postgraduate,5.7,0,70456,Medak,Rent,None,2,19951,33036,No,Regularly Late,63.78,318.9
Other,Graduate,10.2,2,101391,Nalgonda,Family,None,2,36478,6265,Yes,Rarely Paid,78.63,393.15
Private,12th,9.4,2,116519,Warangal,Rent,Car,4,11093,43428,No,Regularly Late,77.43,387.15
Labour,Postgraduate,5.0,4,40041,Medak,Family,Car,4,15913,44431,Yes,Sometimes Late,34.19,170.95
Self-Employed,Graduate,2.5,0,80668,Hyderabad,Own,2W,1,26672,21929,No,Sometimes Late,64.08,320.4
Farmer,Postgraduate,13.6,2,76694,Nalgonda,Rent,2W,1,7303,45156,Yes,Always On Time,72.08,360.4
Private,12th,15.0,0,93595,Medchal,Rent,Car,4,50600,46364,No,Always On Time,89.3,446.5
Retired,Primary,11.5,4,29253,Rangareddy,Own,None,2,16952,36310,Yes,Regularly Late,38.54,192.7
Farmer,10th,6.8,2,29311,Medchal,Own,2W,4,28879,40690,No,Rarely Paid,38.19,190.95
Government,Postgraduate,10.3,0,16902,Jagtial,Family,2W,2,53044,44814,No,Always On Time,43.9,219.5
Farmer,Postgraduate,0.8,4,115971,Hyderabad,Family,Car,3,7880,42765,Yes,Rarely Paid,57.87,289.35
Self-Employed,Primary,16.7,1,37805,Mancherial,Family,None,4,15840,16507,Yes,Always On Time,60.62,303.1
Labour,12th,8.5,5,112826,Mancherial,Own,Car,2,57940,16838,No,Regularly Late,66.08,330.4
Private,Postgraduate,0.6,0,39418,Warangal,Own,None,1,21146,3107,Yes,Always On Time,40.61,203.05
Student,10th,10.7,4,45313,Jagtial,Own,Car,3,12532,41996,Yes,Sometimes Late,45.37,226.85
Self-Employed,Primary,13.3,4,78526,Jagtial,Rent,None,2,51717,15354,Yes,Rarely Paid,65.88,329.4
Private,Graduate,7.1,4,72260,Hyderabad,Own,2W,3,9663,17959,Yes,Regularly Late,53.45,267.25
Trader,12th,9.2,0,29184,Mancherial,Rent,Car,2,57791,26529,Yes,Sometimes Late,48.39,241.95
Private,Postgraduate,16.7,0,68713,Siddipet,Rent,Car,3,48238,43375,No,Always On Time,79.41,397.05
Trader,Graduate,3.1,4,93330,Khammam,Family,Car,4,42359,14477,No,Rarely Paid,57.98,289.9
Farmer,Postgraduate,16.6,1,113747,Karimnagar,Own,None,1,8942,20687,No,Always On Time,91.57,457.85
Student,Primary,1.8,3,72291,Medak,Rent,Car,2,3299,4736,Yes,Rarely Paid,48.85,244.25
Farmer,Graduate,12.3,2,104804,Bhadradri Kothagudem,Own,Car,4,14811,26436,Yes,Rarely Paid,81.78,408.9
Gig Worker,Postgraduate,6.6,0,98860,Karimnagar,Own,2W,4,16093,35076,No,Rarely Paid,79.33,396.65
Trader,10th,16.3,0,13259,Warangal,Rent,None,3,30754,19480,No,Rarely Paid,51.08,255.4
Government,12th,7.5,5,13771,Khammam,Own,Car,2,23530,34085,No,Always On Time,21.47,107.35
Retired,Graduate,7.0,0,55624,Nalgonda,Own,None,4,18731,21595,No,Sometimes Late,58.31,291.55
Self-Employed,12th,18.5,4,41308,Medchal,Family,2W,3,43390,41839,No,Rarely Paid,55.07,275.35
Retired,Graduate,6.5,3,119170,Bhadradri Kothagudem,Own,Car,3,25179,1626,Yes,Rarely Paid,69.75,348.75
Student,10th,15.2,0,11275,Mahabubabad,Family,None,1,46494,22049,No,Regularly Late,48.44,242.2
Farmer,Primary,12.0,1,23211,Medak,Rent,2W,2,29541,25765,Yes,Regularly Late,46.27,231.35
Farmer,10th,19.5,2,104347,Jagtial,Family,Car,1,12316,43646,No,Rarely Paid,92.58,462.9
Farmer,12th,2.3,5,117593,Nizamabad,Own,Car,2,5752,46959,Yes,Rarely Paid,56.78,283.9
Gig Worker,Postgraduate,6.7,3,116170,Warangal,Family,2W,4,57783,25268,Yes,Regularly Late,70.05,350.25
Gig Worker,Primary,7.0,1,44834,Mahbubnagar,Family,2W,3,52556,33405,Yes,Rarely Paid,49.58,247.9
Trader,Postgraduate,19.6,2,62861,Khammam,Rent,None,3,34279,21834,Yes,Regularly Late,74.16,370.8
Farmer,Postgraduate,9.6,1,118461,Nizamabad,Family,Car,4,20951,41380,No,Always On Time,81.07,405.35
Labour,10th,17.9,3,47486,Medchal,Family,Car,1,44493,29026,Yes,Always On Time,60.59,302.95
Private,Primary,3.6,1,18918,Hyderabad,Family,2W,4,38731,8542,Yes,Sometimes Late,31.53,157.65
Farmer,Postgraduate,0.7,4,20066,Mahbubnagar,Family,2W,4,46651,10892,Yes,Regularly Late,17.75,88.75
Gig Worker,Primary,18.1,4,38325,Warangal,Own,None,2,28919,28324,Yes,Sometimes Late,52.98,264.9
Retired,10th,9.9,3,67313,Nizamabad,Family,Car,4,31096,16422,No,Sometimes Late,58.51,292.55
Other,Graduate,8.0,2,21900,Adilabad,Own,Car,3,57398,3750,No,Regularly Late,36.28,181.4
Retired,12th,0.9,1,77400,Medchal,Rent,Car,1,17198,40106,No,Sometimes Late,56.72,283.6
Other,10th,10.8,0,13577,Rangareddy,Family,Car,3,8930,39960,No,Regularly Late,42.99,214.95
Trader,12th,12.6,2,80689,Khammam,Family,Car,4,53678,37431,Yes,Always On Time,72.58,362.9
Retired,10th,15.8,0,98322,Kamareddy,Family,Car,4,46043,43638,Yes,Always On Time,92.86,464.3
Private,Primary,11.4,5,48316,Medak,Rent,None,1,9471,16013,Yes,Sometimes Late,44.59,222.95
Student,Primary,10.8,0,11791,Siddipet,Own,None,4,29628,47805,No,Always On Time,42.1,210.5
Farmer,Postgraduate,11.2,4,99057,Adilabad,Own,2W,3,54629,40866,No,Regularly Late,73.0,365.0
Farmer,Primary,0.3,2,84077,Siddipet,Rent,None,4,16233,10264,Yes,Always On Time,55.82,279.1
Retired,10th,1.4,5,65495,Jagtial,Own,None,4,25266,12496,No,Regularly Late,38.18,190.9
Gig Worker,10th,13.6,0,22822,Nalgonda,Family,2W,3,19473,38691,No,Regularly Late,51.81,259.05
Student,12th,10.5,3,18589,Karimnagar,Own,Car,3,47859,34879,No,Regularly Late,35.04,175.2
Gig Worker,Primary,14.7,4,13128,Medak,Own,2W,2,22242,29692,No,Rarely Paid,35.28,176.4
Student,Primary,2.0,2,110054,Medak,Rent,None,1,26894,5810,No,Rarely Paid,66.33,331.65
Gig Worker,12th,6.2,0,8585,Nizamabad,Own,2W,1,24603,3375,Yes,Always On Time,33.59,167.95
Government,Postgraduate,4.8,5,12376,Warangal,Own,Car,2,44266,28643,Yes,Rarely Paid,16.72,83.6
Private,Postgraduate,0.5,1,38335,Nizamabad,Own,2W,3,14078,9842,No,Always On Time,36.58,182.9
Farmer,Postgraduate,1.2,3,80927,Karimnagar,Family,Car,3,11125,34336,No,Regularly Late,52.26,261.3
Gig Worker,10th,15.1,5,108369,Medak,Own,None,1,49240,41320,Yes,Regularly Late,75.98,379.9
Government,Primary,18.5,1,34519,Jagtial,Rent,Car,4,30383,13008,No,Always On Time,61.68,308.4
Farmer,10th,15.1,0,12807,Warangal,Family,None,1,12057,10311,Yes,Rarely Paid,49.05,245.25
Gig Worker,10th,4.6,1,55349,Mancherial,Own,Car,2,13907,6505,Yes,Always On Time,51.24,256.2
Student,Graduate,11.4,1,49442,Medchal,Family,2W,4,36182,18267,No,Always On Time,58.49,292.45
Labour,Graduate,12.8,3,79019,Kamareddy,Rent,None,4,25922,49831,No,Always On Time,68.71,343.55
Gig Worker,Primary,8.3,0,110578,Hyderabad,Own,2W,1,30966,22163,No,Rarely Paid,82.45,412.25
Farmer,Primary,11.9,1,10424,Jagtial,Rent,None,2,27053,26127,Yes,Always On Time,39.73,198.65
Self-Employed,Graduate,4.1,0,95948,Karimnagar,Rent,None,1,47652,37515,Yes,Regularly Late,74.12,370.6
Retired,Primary,15.5,2,55223,Mahbubnagar,Own,2W,3,55089,3333,Yes,Rarely Paid,64.19,320.95
Self-Employed,12th,16.9,5,109031,Nalgonda,Own,None,2,45000,48561,No,Always On Time,78.68,393.4
Private,Graduate,6.1,3,91884,Karimnagar,Rent,None,4,31578,44187,Yes,Rarely Paid,65.09,325.45
Student,Graduate,11.6,2,92845,Mahbubnagar,Rent,2W,3,41754,48781,No,Sometimes Late,77.16,385.8
Gig Worker,10th,5.8,2,103153,Nalgonda,Family,2W,4,23697,5624,Yes,Always On Time,72.03,360.15
Private,10th,11.9,5,95540,Mancherial,Family,Car,1,6224,3734,Yes,Sometimes Late,68.95,344.75
Private,Primary,2.8,4,33871,Khammam,Rent,None,4,33405,18531,Yes,Regularly Late,27.8,139.0
Government,10th,3.3,2,40639,Adilabad,Own,2W,2,42959,18992,No,Rarely Paid,38.6,193.0
Self-Employed,12th,14.3,3,106695,Medak,Family,None,3,18006,12472,Yes,Rarely Paid,81.45,407.25
Retired,10th,1.2,4,93718,Bhadradri Kothagudem,Own,None,1,6795,11057,No,Regularly Late,55.33,276.65
Farmer,10th,0.3,2,70549,Karimnagar,Rent,None,2,54630,37764,Yes,Regularly Late,49.06,245.3
Labour,Primary,1.5,4,91128,Siddipet,Rent,Car,3,6227,26947,No,Always On Time,54.48,272.4
Other,Postgraduate,9.9,4,60392,Warangal,Own,None,4,6862,37992,Yes,Regularly Late,51.71,258.55
Student,10th,14.7,3,47956,Mahabubabad,Own,None,3,24228,32521,No,Always On Time,56.03,280.15
Other,10th,14.0,3,21938,Jagtial,Own,Car,3,49354,28587,Yes,Always On Time,41.97,209.85
Government,10th,1.5,4,13817,Siddipet,Family,Car,1,17518,30775,Yes,Sometimes Late,15.83,79.15
Student,10th,4.9,5,54058,Kamareddy,Family,Car,4,18806,19852,No,Always On Time,37.71,188.55
Government,Postgraduate,1.6,2,117702,Mahabubabad,Family,2W,3,46694,49770,Yes,Rarely Paid,65.73,328.65
Trader,10th,6.5,3,100250,Siddipet,Own,2W,1,34797,20593,Yes,Always On Time,69.75,348.75
Labour,Primary,14.2,2,95872,Mancherial,Rent,Car,2,33520,42257,Yes,Regularly Late,82.57,412.85
Government,12th,14.5,4,82470,Warangal,Own,Car,2,53751,3552,No,Rarely Paid,69.65,348.25
Self-Employed,Postgraduate,15.3,1,44450,Hyderabad,Rent,2W,4,31977,38049,No,Always On Time,61.84,309.2
Trader,12th,0.6,3,20917,Medchal,Family,2W,1,46691,18759,Yes,Rarely Paid,21.36,106.8
Labour,Postgraduate,12.8,2,39270,Mancherial,Family,None,3,16766,14605,Yes,Rarely Paid,52.17,260.85
Other,Graduate,14.5,2,39575,Medak,Family,2W,3,13030,12575,Yes,Regularly Late,54.87,274.35
Student,Primary,8.8,4,35254,Medak,Rent,None,3,18198,41158,Yes,Always On Time,37.49,187.45
Government,Graduate,2.6,2,23220,Medak,Family,None,3,53370,10643,No,Regularly Late,28.84,144.2
Government,12th,8.1,4,90097,Rangareddy,Rent,2W,1,36459,21290,No,Always On Time,63.87,319.35
Government,10th,16.7,5,85065,Medchal,Rent,Car,2,47855,2889,Yes,Sometimes Late,70.92,354.6
Gig Worker,12th,17.6,5,116609,Warangal,Family,None,2,43736,14785,No,Rarely Paid,79.73,398.65
Other,Primary,7.2,5,40474,Hyderabad,Family,Car,2,37232,3161,No,Regularly Late,34.37,171.85
Gig Worker,Postgraduate,6.5,0,47017,Siddipet,Own,Car,1,49144,28977,No,Sometimes Late,53.26,266.3
Retired,12th,3.7,0,46580,Nalgonda,Own,2W,2,39483,15576,No,Always On Time,48.84,244.2
Labour,12th,8.8,2,66260,Karimnagar,Own,Car,3,53971,5909,Yes,Always On Time,59.66,298.3
Gig Worker,12th,15.4,4,105507,Kamareddy,Family,2W,2,27125,16158,Yes,Regularly Late,79.77,398.85
Farmer,Primary,6.2,5,110715,Khammam,Family,Car,3,23965,33981,No,Regularly Late,62.63,313.15
