employment_type,education_level,job_stability_years,family_dependents,monthly_income,district,house_ownership_status,vehicle_ownership,active_bank_accounts,average_monthly_expenses,existing_emi_burden,emergency_savings_availability,utility_bill_payment_regularity,repayment_percent,final_score
Labour,10th,10.95,3,22204,Rangareddy,Rent,Car,4,16709,28534,No,Sometimes Late,37.53,177.65
Trader,Primary,17.7,2,116019,Khammam,Own,Car,4,32566,43667,Yes,Regularly Late,89.88,452.4
Labour,12th,3.23,2,38130,Siddipet,Own,2W,1,27382,14073,No,Sometimes Late,37.24,169.2
Trader,Primary,9.9,4,91313,Medak,Own,None,4,4376,29615,No,Sometimes Late,67.17,342.85
Trader,10th,10.44,1,30601,Kamareddy,Family,2W,1,29118,7531,Yes,Rarely Paid,47.63,261.15
Farmer,10th,3.78,4,16204,Warangal,Own,Car,4,36962,2769,No,Rarely Paid,20.44,105.2
Government,Postgraduate,0.8,1,92778,Nalgonda,Family,2W,2,59187,16831,Yes,Regularly Late,64.26,308.3
Trader,Postgraduate,17.87,2,75755,Siddipet,Rent,None,4,17010,42805,No,Regularly Late,78.02,385.1
Trader,10th,7.43,3,73879,Adilabad,Rent,Car,3,35648,45992,No,Sometimes Late,58.08,285.4
Farmer,Postgraduate,6.59,5,57164,Khammam,Own,None,2,36564,38207,No,Regularly Late,41.8,188.0
Gig Worker,12th,3.42,0,119601,Medchal,Own,2W,4,47398,27714,Yes,Sometimes Late,75.13,359.65
Gig Worker,Postgraduate,11.84,2,106233,Jagtial,Rent,Car,2,6371,47604,Yes,Regularly Late,81.09,385.45
Gig Worker,Postgraduate,3.18,4,112667,Bhadradri Kothagudem,Family,2W,4,33908,10293,Yes,Always On Time,61.44,294.2
Unemployed,Graduate,7.81,3,112877,Nalgonda,Rent,Car,2,55468,24830,No,Rarely Paid,71.71,333.55
Unemployed,Postgraduate,10.35,3,95183,Nizamabad,Rent,None,2,36083,12003,No,Always On Time,73.12,359.6
Labour,Postgraduate,18.97,2,66956,Medchal,Family,2W,1,20338,1371,No,Sometimes Late,75.27,397.35
Gig Worker,12th,8.97,3,109564,Rangareddy,Rent,Car,1,7525,46070,Yes,Always On Time,73.45,387.25
Farmer,Graduate,16.22,0,51710,Hyderabad,Rent,2W,1,12291,24586,No,Always On Time,70.18,332.9
Gig Worker,Graduate,2.74,0,25340,Karimnagar,Rent,None,4,57381,16399,No,Rarely Paid,36.78,167.9
Trader,Graduate,9.11,0,11046,Siddipet,Family,None,1,16819,13533,No,Rarely Paid,39.19,178.95
Gig Worker,12th,9.84,3,100862,Medak,Rent,Car,1,16285,29574,Yes,Regularly Late,74.76,396.8
Trader,10th,3.29,3,59080,Khammam,Own,2W,2,58079,48192,No,Always On Time,44.47,237.35
Trader,Graduate,3.79,2,111544,Hyderabad,Family,2W,4,25864,40843,No,Always On Time,69.02,322.1
Farmer,10th,19.33,0,77448,Jagtial,Own,None,3,53069,7452,Yes,Sometimes Late,87.72,423.6
Farmer,Primary,4.82,1,117622,Mahbubnagar,Rent,Car,2,57488,35844,No,Sometimes Late,73.9,355.5
Trader,10th,19.08,4,85153,Adilabad,Family,None,2,25973,4495,Yes,Sometimes Late,77.86,373.3
Unemployed,10th,2.37,3,12574,Mancherial,Family,Car,2,10960,46868,No,Regularly Late,19.84,98.2
Gig Worker,Graduate,17.42,1,76186,Nalgonda,Family,Car,1,18756,49228,Yes,Sometimes Late,80.89,427.45
Farmer,12th,10.19,1,51454,Warangal,Own,None,4,51927,78,Yes,Always On Time,57.68,311.4
Unemployed,Postgraduate,12.15,5,40681,Bhadradri Kothagudem,Rent,2W,1,7415,17175,No,Rarely Paid,41.9,208.5
Trader,Primary,3.39,5,69913,Rangareddy,Own,2W,2,9632,31562,Yes,Regularly Late,43.37,201.85
Labour,10th,18.57,3,117792,Kamareddy,Own,None,2,34724,44448,No,Always On Time,87.85,449.25
Labour,Primary,9.9,5,10943,Siddipet,Rent,Car,3,16568,3262,No,Rarely Paid,23.65,131.25
Unemployed,Graduate,18.69,0,116402,Nizamabad,Own,Car,3,59576,34535,No,Always On Time,98.04,490.2
Trader,Graduate,2.39,2,104915,Rangareddy,Family,2W,4,34391,41529,No,Regularly Late,66.92,322.6
Gig Worker,Graduate,9.09,4,14312,Mahabubabad,Family,2W,2,51130,7627,Yes,Always On Time,27.46,150.3
Farmer,Graduate,7.77,4,61071,Khammam,Rent,None,3,57226,49840,Yes,Rarely Paid,48.86,258.3
Trader,10th,11.81,1,43753,Warangal,Own,Car,4,18021,3279,No,Rarely Paid,56.26,256.3
Farmer,10th,18.61,4,92184,Siddipet,Family,None,4,7252,19108,Yes,Always On Time,80.67,381.35
Labour,10th,13.59,4,102515,Karimnagar,Own,Car,1,41359,3229,No,Rarely Paid,77.05,389.25
Labour,Postgraduate,5.26,4,87078,Adilabad,Own,Car,2,14733,43208,No,Always On Time,58.1,276.5
Gig Worker,12th,8.64,2,39490,Warangal,Family,2W,4,57214,21633,Yes,Sometimes Late,46.04,239.2
Labour,Primary,4.41,5,90645,Nalgonda,Family,2W,3,16194,38298,Yes,Rarely Paid,55.27,263.35
Unemployed,Graduate,12.92,5,10305,Nalgonda,Own,None,1,8444,8184,Yes,Rarely Paid,27.87,144.35
Unemployed,Postgraduate,17.88,1,75867,Nalgonda,Rent,None,1,7381,30883,No,Always On Time,81.42,419.1
Labour,12th,11.07,0,41176,Jagtial,Family,2W,1,32916,17027,No,Always On Time,57.19,302.95
Farmer,Graduate,3.34,3,81548,Siddipet,Family,None,1,24887,47131,Yes,Rarely Paid,55.78,275.9
Unemployed,10th,15.78,3,118032,Rangareddy,Rent,2W,4,48426,14231,Yes,Rarely Paid,83.67,396.35
Unemployed,Postgraduate,3.13,0,60616,Medchal,Own,None,4,23254,32871,Yes,Regularly Late,55.0,265.0
Labour,Primary,13.91,4,17651,Mancherial,Family,Car,2,52231,31496,No,Always On Time,36.36,162.8
Farmer,10th,3.98,3,42077,Warangal,Own,Car,3,59519,40316,Yes,Sometimes Late,37.01,181.05
Government,Graduate,4.58,2,21943,Bhadradri Kothagudem,Own,Car,3,35839,29355,No,Regularly Late,31.17,158.85
Unemployed,10th,4.01,0,48139,Mahabubabad,Rent,None,1,54804,19992,No,Rarely Paid,50.08,235.4
Unemployed,12th,11.54,1,98669,Siddipet,Family,2W,3,22825,7522,Yes,Always On Time,83.31,423.55
Labour,Postgraduate,9.6,3,82904,Nalgonda,Own,2W,3,26829,15449,Yes,Sometimes Late,65.85,332.25
Labour,Graduate,5.4,0,77116,Hyderabad,Own,2W,2,53558,22801,Yes,Always On Time,66.66,346.3
Trader,10th,10.86,2,67133,Nizamabad,Own,Car,1,42118,32713,No,Rarely Paid,63.19,301.95
Labour,Primary,1.28,4,102539,Adilabad,Rent,2W,1,17185,2937,No,Always On Time,58.59,273.95
Trader,10th,15.56,5,103444,Siddipet,Family,2W,4,7936,18629,Yes,Sometimes Late,76.67,396.35
Labour,Primary,7.62,5,8560,Adilabad,Rent,None,2,33741,19151,Yes,Rarely Paid,19.04,111.2
Unemployed,Graduate,8.68,5,19037,Siddipet,Rent,None,1,43290,21755,Yes,Sometimes Late,25.87,151.35
Trader,Graduate,18.57,5,18039,Siddipet,Own,2W,2,44735,43583,No,Regularly Late,40.21,201.05
Unemployed,Graduate,11.88,2,55492,Bhadradri Kothagudem,Own,Car,4,26993,20376,Yes,Regularly Late,58.9,308.5
Government,12th,11.97,1,37523,Rangareddy,Own,None,4,22779,27123,No,Rarely Paid,53.38,249.9
Gig Worker,Postgraduate,6.84,0,97248,Khammam,Rent,2W,3,3644,23217,No,Regularly Late,78.88,409.4
Gig Worker,12th,14.71,5,61683,Bhadradri Kothagudem,Family,2W,3,27276,38655,Yes,Sometimes Late,56.24,289.2
Labour,Graduate,16.37,4,93940,Medak,Rent,None,1,13517,46414,Yes,Regularly Late,78.19,409.95
Trader,10th,17.79,2,27409,Medak,Rent,Car,3,5013,20180,No,Sometimes Late,53.72,255.6
Farmer,Postgraduate,18.37,3,110620,Jagtial,Rent,2W,4,6636,17473,Yes,Regularly Late,87.55,447.75
Gig Worker,10th,19.24,1,77585,Karimnagar,Family,2W,3,17389,1689,Yes,Sometimes Late,84.32,420.6
Gig Worker,Graduate,17.16,5,25763,Mahabubabad,Own,2W,2,14711,23062,Yes,Sometimes Late,41.95,207.75
Government,Graduate,14.85,3,52756,Adilabad,Rent,None,1,35488,25108,Yes,Regularly Late,58.65,311.25
Labour,Primary,7.87,3,34071,Warangal,Own,2W,1,8077,35500,No,Sometimes Late,38.84,185.2
Unemployed,12th,19.79,4,119594,Adilabad,Own,None,4,34253,10145,Yes,Rarely Paid,86.35,407.75
Government,Primary,18.52,0,57152,Khammam,Rent,2W,2,29124,38430,No,Sometimes Late,76.36,368.8
Farmer,12th,17.96,1,84624,Warangal,Rent,2W,4,22879,47261,Yes,Rarely Paid,85.92,434.6
Gig Worker,10th,12.15,1,21201,Siddipet,Family,None,4,26809,30430,No,Always On Time,45.49,230.45
Unemployed,Postgraduate,17.85,1,117165,Bhadradri Kothagudem,Family,2W,2,11482,41473,Yes,Sometimes Late,93.44,491.2
Farmer,Postgraduate,4.42,0,107450,Siddipet,Family,2W,1,15938,35010,No,Always On Time,76.63,385.15
Trader,12th,5.04,3,57447,Siddipet,Family,Car,2,39620,1143,No,Always On Time,46.28,232.4
Labour,Primary,11.89,1,71283,Adilabad,Family,2W,2,5007,25335,No,Rarely Paid,70.14,339.7
Government,10th,1.51,5,74710,Mahbubnagar,Rent,Car,4,16111,21608,Yes,Sometimes Late,42.95,219.75
Trader,Graduate,5.02,0,42294,Mancherial,Rent,2W,2,23542,2849,No,Sometimes Late,48.68,257.4
Government,Primary,17.27,4,55465,Adilabad,Rent,Car,2,6464,47421,Yes,Sometimes Late,60.3,290.5
Farmer,Graduate,19.62,1,43137,Hyderabad,Rent,None,3,24906,31628,Yes,Sometimes Late,67.67,345.35
Unemployed,Graduate,14.97,3,72966,Nizamabad,Own,None,1,10020,20289,No,Always On Time,68.94,338.7
Government,Postgraduate,17.21,0,112305,Khammam,Family,Car,2,34441,36007,No,Sometimes Late,95.82,495.1
Unemployed,Postgraduate,6.29,4,101646,Bhadradri Kothagudem,Own,Car,2,56565,4224,No,Always On Time,66.1,316.5
Gig Worker,Primary,11.26,4,54287,Medchal,Own,2W,2,9739,8804,No,Regularly Late,50.7,264.5
Unemployed,Primary,0.64,1,17713,Khammam,Own,Car,4,3479,540,Yes,Sometimes Late,26.48,115.4
Gig Worker,Graduate,6.41,5,22796,Bhadradri Kothagudem,Own,Car,2,46539,36599,No,Rarely Paid,24.35,118.75
Labour,10th,10.18,3,46254,Bhadradri Kothagudem,Family,None,4,32599,37999,No,Sometimes Late,48.4,224.0
Labour,Graduate,9.5,4,94789,Mahabubabad,Family,2W,3,34877,5820,Yes,Sometimes Late,68.31,347.55
Farmer,Graduate,3.6,1,10995,Nalgonda,Rent,None,2,50763,29655,No,Sometimes Late,27.56,159.8
Government,Postgraduate,12.31,3,52103,Mahabubabad,Own,2W,3,54722,47336,Yes,Always On Time,54.52,260.6
Gig Worker,10th,12.93,0,18839,Mancherial,Family,Car,1,30889,11890,Yes,Rarely Paid,48.81,245.05
Unemployed,Postgraduate,0.0,4,63546,Karimnagar,Family,2W,4,56313,30514,Yes,Regularly Late,38.44,191.2
Gig Worker,12th,10.27,0,93119,Adilabad,Rent,Car,4,40783,24854,No,Always On Time,81.96,396.8
Unemployed,10th,11.98,0,60425,Karimnagar,Own,2W,4,14730,3417,No,Always On Time,68.18,335.9
Trader,Graduate,12.71,2,72092,Medak,Own,2W,1,56944,29466,No,Sometimes Late,68.44,361.2
Trader,Postgraduate,5.3,0,37385,Warangal,Own,2W,1,17745,27256,No,Rarely Paid,46.64,238.2
Government,10th,7.92,4,91919,Medchal,Family,Car,1,23981,34745,Yes,Regularly Late,64.51,333.55
Gig Worker,12th,1.55,0,8869,Hyderabad,Rent,Car,1,33423,42172,Yes,Rarely Paid,26.76,155.8
Gig Worker,Graduate,12.53,2,67976,Warangal,Family,2W,2,30380,25369,No,Regularly Late,66.12,347.6
Government,Graduate,3.14,4,95176,Bhadradri Kothagudem,Family,None,2,17596,34516,Yes,Always On Time,58.96,273.8
Gig Worker,12th,3.54,4,91030,Siddipet,Own,2W,1,37376,17981,No,Always On Time,57.49,274.45
Gig Worker,12th,11.6,4,34780,Karimnagar,Family,2W,4,35365,4439,Yes,Rarely Paid,41.46,209.3
Trader,12th,10.3,0,79728,Kamareddy,Own,Car,1,11261,39825,No,Rarely Paid,75.31,393.55
Trader,12th,16.07,1,117256,Rangareddy,Rent,None,4,43472,28318,No,Sometimes Late,90.77,452.85
Farmer,Graduate,14.3,2,45525,Hyderabad,Family,None,1,7663,6857,No,Sometimes Late,57.55,296.75
Trader,10th,19.03,5,38508,Nizamabad,Own,2W,4,33986,22065,No,Rarely Paid,51.13,276.65
Labour,Postgraduate,1.52,4,60130,Mancherial,Rent,Car,3,52702,701,No,Rarely Paid,39.01,208.05
Government,Primary,12.81,4,9228,Warangal,Rent,Car,1,11332,31265,No,Regularly Late,30.5,133.5
Government,10th,4.89,3,117985,Nizamabad,Own,2W,1,52508,35396,Yes,Rarely Paid,67.33,348.65
Gig Worker,12th,12.63,1,59274,Khammam,Family,Car,3,42178,17199,Yes,Sometimes Late,65.25,332.25
Government,10th,8.99,4,9881,Bhadradri Kothagudem,Rent,None,4,38567,6070,Yes,Always On Time,25.09,102.45
Farmer,Postgraduate,4.73,1,101104,Karimnagar,Rent,None,4,58900,42539,Yes,Sometimes Late,73.76,387.8
Trader,12th,2.6,1,19412,Karimnagar,Own,None,4,9523,2013,Yes,Regularly Late,30.27,164.35
Trader,12th,11.23,5,32826,Siddipet,Own,2W,3,31102,44532,Yes,Always On Time,36.59,193.95
Gig Worker,12th,9.46,3,64705,Mancherial,Family,Car,2,7160,12996,No,Sometimes Late,56.54,306.7
Trader,12th,11.88,3,42613,Nizamabad,Own,2W,2,59645,37947,Yes,Regularly Late,49.13,241.65
Farmer,Graduate,8.49,0,94456,Rangareddy,Own,2W,2,51424,25044,No,Always On Time,79.96,381.8
Government,Postgraduate,11.48,3,8725,Warangal,Family,Car,1,31287,1110,No,Regularly Late,31.58,148.9
Labour,Graduate,9.92,3,46731,Jagtial,Own,Car,1,19936,8531,Yes,Regularly Late,48.25,242.25
Gig Worker,Postgraduate,9.77,5,14050,Jagtial,Family,2W,1,47917,19979,Yes,Rarely Paid,25.01,132.05
Labour,Primary,17.35,4,70720,Karimnagar,Family,None,3,33600,42992,Yes,Regularly Late,68.05,360.25
Unemployed,Postgraduate,18.26,2,93841,Medak,Rent,Car,1,59041,6369,Yes,Rarely Paid,87.64,429.2
Gig Worker,Postgraduate,4.09,5,33581,Bhadradri Kothagudem,Rent,2W,4,4294,23589,Yes,Regularly Late,26.26,147.3
Government,12th,10.92,1,33578,Mahbubnagar,Own,None,3,15731,22399,No,Sometimes Late,49.84,235.2
Government,Primary,5.6,0,105165,Medak,Own,Car,2,34339,32412,No,Regularly Late,78.4,414.0
Labour,Graduate,1.22,5,76551,Rangareddy,Rent,2W,1,59582,46294,Yes,Sometimes Late,43.44,237.2
Gig Worker,Postgraduate,8.14,1,114509,Nalgonda,Rent,None,1,54401,31600,No,Rarely Paid,78.88,395.4
Trader,Graduate,14.68,0,102603,Bhadradri Kothagudem,Own,2W,4,54098,2160,No,Rarely Paid,92.02,482.1
Government,12th,1.91,0,64921,Jagtial,Rent,Car,3,6654,45584,No,Always On Time,55.33,258.65
Unemployed,Graduate,16.88,2,23020,Rangareddy,Rent,2W,2,20976,4314,Yes,Rarely Paid,50.16,247.8
Gig Worker,10th,18.92,5,110726,Rangareddy,Family,2W,2,50969,15740,No,Sometimes Late,81.71,424.55
Labour,12th,0.27,1,39303,Hyderabad,Family,None,3,4752,26095,No,Sometimes Late,36.72,206.6
Farmer,12th,1.56,1,106783,Mahbubnagar,Rent,2W,4,57748,48478,Yes,Always On Time,69.01,348.05
Government,Primary,4.67,3,81061,Medchal,Rent,2W,4,56192,19840,Yes,Sometimes Late,57.54,311.7
Unemployed,Postgraduate,18.5,0,112743,Mahbubnagar,Own,2W,2,23050,15587,No,Regularly Late,97.75,482.75
Government,10th,9.74,0,8473,Kamareddy,Family,None,4,27503,46063,Yes,Always On Time,38.85,184.25
Trader,Postgraduate,8.66,1,66769,Rangareddy,Own,Car,3,28518,35428,Yes,Always On Time,63.04,306.2
Labour,Primary,9.74,3,55737,Khammam,Own,Car,1,47943,24637,Yes,Regularly Late,52.48,252.4
Gig Worker,Graduate,14.7,5,34766,Nizamabad,Own,Car,1,23332,41356,Yes,Always On Time,42.77,206.85
Gig Worker,Graduate,7.7,2,92822,Adilabad,Rent,2W,1,56078,41636,Yes,Regularly Late,71.29,338.45
Farmer,Postgraduate,19.97,1,60944,Karimnagar,Own,2W,2,7967,17409,No,Rarely Paid,77.09,397.45
Unemployed,Primary,7.1,2,103406,Kamareddy,Family,Car,2,18327,40150,No,Always On Time,73.98,381.9
Gig Worker,Graduate,9.88,2,103991,Karimnagar,Own,None,2,35271,16723,No,Always On Time,78.15,393.75
Unemployed,12th,8.28,5,69605,Warangal,Own,2W,4,29388,89,Yes,Always On Time,50.56,267.8
Labour,Primary,13.04,3,118626,Nizamabad,Family,2W,3,56502,28601,No,Regularly Late,79.56,407.8
Gig Worker,Primary,9.06,2,54400,Mancherial,Rent,2W,1,26558,17334,No,Sometimes Late,54.12,270.6
Unemployed,12th,8.24,0,23458,Karimnagar,Rent,Car,3,55075,23966,No,Regularly Late,44.09,225.45
Government,Postgraduate,12.82,2,84175,Khammam,Rent,Car,2,9444,11894,No,Rarely Paid,74.65,391.25
Government,10th,12.11,2,50096,Mancherial,Family,None,4,29550,40386,No,Rarely Paid,56.55,268.75
Labour,Graduate,2.91,3,49405,Warangal,Rent,2W,4,47707,5321,No,Rarely Paid,39.07,186.35
Unemployed,12th,8.32,1,40167,Mancherial,Rent,None,3,40325,21586,Yes,Rarely Paid,49.23,235.15
Labour,Graduate,4.74,0,47949,Nalgonda,Family,Car,4,51823,5641,Yes,Rarely Paid,51.08,238.4
Government,Graduate,9.86,5,79846,Warangal,Family,None,1,57186,12702,Yes,Sometimes Late,58.05,303.25
Trader,10th,11.44,3,18636,Rangareddy,Own,2W,4,22428,19327,No,Always On Time,36.48,198.4
Gig Worker,Primary,5.99,4,72414,Karimnagar,Rent,None,4,11418,1237,No,Rarely Paid,51.86,281.3
Farmer,Postgraduate,13.02,2,68931,Nizamabad,Own,None,4,26682,16716,Yes,Regularly Late,67.33,322.65
Farmer,12th,19.92,3,52244,Siddipet,Family,None,3,38883,5180,Yes,Regularly Late,66.0,336.0
Unemployed,Graduate,6.95,4,34580,Mahbubnagar,Rent,Car,2,14529,48512,Yes,Rarely Paid,34.38,170.9
Gig Worker,10th,11.2,4,67336,Jagtial,Family,None,1,45554,48459,Yes,Sometimes Late,57.13,298.65
Government,Primary,9.8,4,117799,Bhadradri Kothagudem,Rent,Car,2,7361,4124,Yes,Regularly Late,71.37,348.85
Labour,10th,4.75,1,33618,Jagtial,Family,Car,4,54556,3481,No,Rarely Paid,40.6,192.0
Farmer,12th,14.67,5,88461,Khammam,Rent,None,1,32877,13172,Yes,Regularly Late,69.57,353.85
Government,Primary,8.06,1,85559,Nizamabad,Family,None,4,19671,15635,Yes,Rarely Paid,71.54,337.7
Government,Primary,6.3,4,35198,Khammam,Own,None,2,56500,48972,No,Sometimes Late,33.72,186.6
Gig Worker,12th,4.91,1,16411,Nizamabad,Own,2W,3,21028,7888,No,Rarely Paid,32.24,178.2
Government,Primary,12.22,3,29790,Jagtial,Own,2W,2,19668,15842,No,Sometimes Late,43.23,225.15
Gig Worker,Postgraduate,17.37,0,41308,Kamareddy,Family,Car,2,27378,35092,Yes,Regularly Late,66.71,341.55
Farmer,Postgraduate,0.41,5,27480,Karimnagar,Rent,None,3,14525,23199,Yes,Regularly Late,17.69,100.45
Gig Worker,12th,12.07,0,73188,Karimnagar,Family,None,1,36692,5622,No,Sometimes Late,74.7,352.5
Trader,10th,15.86,2,81321,Adilabad,Rent,2W,3,34848,43709,Yes,Sometimes Late,77.78,380.9
Government,Primary,19.64,2,22154,Khammam,Family,2W,1,55187,27652,No,Always On Time,53.87,259.35
Trader,Graduate,13.74,4,72324,Nizamabad,Own,2W,3,22143,39125,Yes,Sometimes Late,63.44,299.2
Trader,Primary,5.71,0,95520,Khammam,Own,None,1,39965,46147,No,Sometimes Late,76.33,380.65
Trader,Postgraduate,6.24,0,108706,Bhadradri Kothagudem,Rent,2W,2,52790,7875,Yes,Rarely Paid,79.36,402.8
Farmer,10th,19.95,3,9919,Siddipet,Own,None,3,16624,30240,No,Sometimes Late,44.88,224.4
Trader,12th,16.56,3,48058,Adilabad,Rent,2W,2,59534,9636,Yes,Regularly Late,58.87,290.35
Gig Worker,12th,16.44,5,98051,Warangal,Rent,None,3,27250,15784,Yes,Always On Time,77.02,390.1
Farmer,Graduate,14.63,5,116021,Khammam,Rent,2W,2,11093,23155,No,Rarely Paid,75.28,393.4
Unemployed,Postgraduate,18.02,5,87936,Mahbubnagar,Own,None,3,59974,21504,No,Rarely Paid,74.33,355.65
Farmer,12th,9.34,5,59349,Adilabad,Own,2W,4,54678,22146,Yes,Regularly Late,47.02,221.1
Gig Worker,10th,6.91,5,22339,Khammam,Rent,Car,1,50458,29617,No,Always On Time,24.87,126.35
Government,Graduate,3.29,4,75341,Mahabubabad,Rent,2W,4,20102,28753,No,Rarely Paid,49.27,226.35
Unemployed,12th,16.68,3,26526,Kamareddy,Family,None,3,28342,48260,Yes,Always On Time,48.28,235.4
Farmer,Graduate,16.2,2,97792,Mancherial,Rent,Car,4,25561,22130,No,Regularly Late,86.53,411.65
Trader,Postgraduate,11.79,3,88435,Jagtial,Family,None,2,9604,1174,No,Always On Time,71.9,356.5
Unemployed,10th,14.97,5,36368,Warangal,Own,None,3,55922,29435,Yes,Regularly Late,43.97,202.85
Trader,Primary,13.44,4,83181,Bhadradri Kothagudem,Family,Car,4,58917,11394,No,Sometimes Late,68.42,345.1
Farmer,Postgraduate,16.9,2,113694,Medak,Rent,None,3,54220,27475,No,Regularly Late,88.68,433.4
Government,12th,6.37,5,13766,Rangareddy,Family,Car,2,29776,1269,Yes,Rarely Paid,19.77,118.85
Trader,10th,13.03,2,20115,Nalgonda,Rent,2W,1,56913,23795,Yes,Regularly Late,42.94,210.7
Trader,12th,8.14,4,77534,Nizamabad,Own,None,3,57450,8523,No,Sometimes Late,57.64,270.2
Government,10th,9.31,3,58494,Nizamabad,Family,2W,2,36847,21916,Yes,Rarely Paid,53.21,260.05
Labour,10th,3.79,0,13094,Warangal,Family,Car,4,19262,41173,No,Rarely Paid,32.23,149.15
Labour,Primary,0.52,1,110860,Kamareddy,Own,None,2,18677,12588,No,Rarely Paid,67.45,350.25
Trader,12th,7.86,1,89398,Khammam,Rent,2W,1,30124,12715,Yes,Regularly Late,73.16,376.8
Gig Worker,Primary,4.87,4,111927,Nizamabad,Own,2W,1,47159,6230,No,Rarely Paid,63.97,343.85
Government,Postgraduate,15.45,5,72631,Siddipet,Family,Car,2,31738,23905,No,Sometimes Late,62.82,322.1
Labour,Postgraduate,19.37,3,40026,Bhadradri Kothagudem,Rent,2W,2,28898,29732,No,Rarely Paid,59.07,280.35
Unemployed,12th,15.99,2,42558,Hyderabad,Rent,Car,1,43781,18407,No,Always On Time,58.6,307.0
Trader,10th,15.63,3,11331,Karimnagar,Rent,Car,4,19783,45318,Yes,Rarely Paid,39.11,202.55
Gig Worker,Primary,17.3,2,68865,Kamareddy,Family,2W,1,5289,49805,Yes,Always On Time,73.72,373.6
Trader,Postgraduate,6.33,3,90653,Mahbubnagar,Own,2W,1,26914,47347,Yes,Always On Time,64.82,342.1
Government,Graduate,13.1,5,33722,Karimnagar,Own,2W,3,7130,46100,Yes,Always On Time,39.84,207.2
Trader,Graduate,0.19,1,74483,Mancherial,Family,Car,2,16621,12969,Yes,Sometimes Late,54.19,294.95
Farmer,Graduate,6.61,4,71684,Kamareddy,Rent,Car,2,43229,31777,Yes,Sometimes Late,52.42,243.1
Labour,12th,14.58,2,53409,Hyderabad,Rent,None,2,23688,40816,No,Rarely Paid,61.91,332.55
Labour,Graduate,16.4,0,91578,Jagtial,Family,2W,2,45738,1639,Yes,Sometimes Late,90.39,448.95
Unemployed,Primary,6.57,1,98358,Khammam,Family,Car,1,10480,48132,Yes,Always On Time,75.7,398.5
Labour,Primary,16.65,1,45691,Medchal,Family,None,3,32166,12487,Yes,Rarely Paid,64.49,303.45
Labour,Graduate,1.27,4,103775,Rangareddy,Family,None,4,21137,4175,No,Rarely Paid,58.57,291.85
Unemployed,Primary,12.98,1,103404,Karimnagar,Own,None,1,53467,8838,Yes,Rarely Paid,86.14,407.7
Gig Worker,12th,2.79,0,80348,Medchal,Own,2W,4,21587,27983,No,Sometimes Late,64.36,333.8
Unemployed,Graduate,14.11,2,89563,Khammam,Family,Car,2,59875,4851,Yes,Sometimes Late,79.28,390.4
Gig Worker,10th,13.06,4,53188,Mancherial,Own,2W,4,9133,23922,Yes,Rarely Paid,52.85,272.25
Government,Postgraduate,0.09,4,33394,Adilabad,Family,None,3,15389,22929,No,Sometimes Late,23.5,140.5
Labour,Postgraduate,11.05,0,45497,Siddipet,Own,None,1,8107,39186,No,Sometimes Late,59.32,314.6
Farmer,Postgraduate,4.72,5,109171,Mancherial,Rent,Car,1,51342,32553,Yes,Always On Time,60.41,320.05
Gig Worker,Primary,14.07,0,44259,Rangareddy,Rent,Car,3,4235,1350,No,Sometimes Late,63.23,320.15
Farmer,Postgraduate,9.38,1,46619,Siddipet,Family,None,2,13613,44951,Yes,Always On Time,54.05,261.25
Labour,Graduate,9.65,5,50909,Jagtial,Family,None,3,20529,42779,Yes,Sometimes Late,43.26,200.3
Government,12th,0.17,2,107136,Bhadradri Kothagudem,Own,Car,1,19192,23422,Yes,Always On Time,63.59,326.95
Unemployed,10th,5.25,5,20877,Medchal,Own,2W,2,9427,45644,Yes,Sometimes Late,21.65,102.25
Labour,12th,15.93,2,59610,Bhadradri Kothagudem,Family,None,1,8554,21841,Yes,Regularly Late,67.03,327.15
Unemployed,Graduate,5.33,3,35315,Jagtial,Rent,2W,4,27431,48079,Yes,Regularly Late,35.65,197.25
Trader,Primary,6.53,2,21094,Jagtial,Own,Car,2,39102,20331,Yes,Sometimes Late,33.68,186.4
Gig Worker,Postgraduate,0.27,5,41897,Khammam,Own,Car,2,35635,1495,No,Sometimes Late,24.69,124.45
Farmer,Primary,8.28,4,10511,Adilabad,Own,None,4,26079,36702,No,Always On Time,24.34,144.7
Government,Graduate,17.78,4,18140,Rangareddy,Rent,2W,2,58423,36615,Yes,Regularly Late,42.41,222.05
Labour,Postgraduate,6.31,5,60089,Karimnagar,Rent,None,3,44717,45331,Yes,Regularly Late,42.84,211.2
Trader,10th,5.32,0,65067,Bhadradri Kothagudem,Rent,None,4,59699,48061,Yes,Rarely Paid,60.51,308.55
Farmer,12th,15.0,5,50589,Jagtial,Rent,None,2,19946,32585,No,Regularly Late,51.13,239.65
Unemployed,Postgraduate,15.7,2,90931,Siddipet,Rent,None,2,27478,7107,No,Rarely Paid,82.35,396.75
